(25.0, 0.0, 988.3499755859375, 0.0, 0.0, 0, 0, 0, 0, b'-71\r\n')
(25.0, 0.0, 988.4099731445312, 0.0, 0.0, 0, 0, 0, 0, b'-72\r\n')
(25.0, 0.0, 988.4099731445312, 0.0, 0.0, 0, 11013, 0, 0, b'-71\r\n')
(25.0, 0.0, 988.4099731445312, 0.0, 0.0, 0, 11014, 0, 0, b'-71\r\n')
(25.0, 0.0, 988.4000244140625, 0.0, 0.0, 0, 11015, 0, 0, b'-71\r\n')
(25.0, 0.0, 988.3200073242188, 0.0, 0.0, 0, 0, 0, 0, b'-74\r\n')
(25.0, 0.0, 988.4000244140625, 0.0, 0.0, 0, 0, 0, 0, b'-74\r\n')
(25.0, 0.0, 988.3499755859375, 0.0, 0.0, 0, 0, 0, 0, b'-72\r\n')
(25.0, 0.0, 988.3800048828125, 0.0, 0.0, 0, 11019, 0, 0, b'-70\r\n')
(25.0, 0.0, 988.3499755859375, 0.0, 0.0, 0, 11020, 0, 0, b'-74\r\n')
(25.0, 0.0, 988.2899780273438, 0.0, 0.0, 0, 11021, 0, 0, b'-72\r\n')
(25.0, 0.0, 988.3499755859375, 0.0, 0.0, 0, 0, 0, 0, b'-70\r\n')
(25.0, 0.0, 988.3499755859375, 0.0, 0.0, 0, 0, 0, 0, b'-70\r\n')
(25.0, 0.0, 987.8400268554688, 0.0, 0.0, 0, 0, 0, 0, '-64')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 11122, 0, 0, '-64')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 11122, 0, 0, '-64')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 0, 0, 0, '-63')
(25.0, 0.0, 987.989990234375, 0.0, 0.0, 0, 0, 0, 0, '-64')
(25.0, 0.0, 988.02001953125, 0.0, 0.0, 0, 11123, 0, 0, '-66')
(25.0, 0.0, 988.02001953125, 0.0, 0.0, 0, 11124, 0, 0, '-64')
(25.0, 0.0, 988.0700073242188, 0.0, 0.0, 0, 11127, 0, 0, '-64')
(25.0, 0.0, 988.02001953125, 0.0, 0.0, 0, 11128, 0, 0, '-64')
(25.0, 0.0, 988.0999755859375, 0.0, 0.0, 0, 11128, 0, 0, '-63')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 0, 0, 0, '-61')
(25.0, 0.0, 988.0499877929688, 0.0, 0.0, 0, 11130, 0, 0, '-62')
(25.0, 0.0, 988.0499877929688, 0.0, 0.0, 0, 11131, 0, 0, '-61')
(25.0, 0.0, 987.989990234375, 0.0, 0.0, 0, 11132, 0, 0, '-61')
(25.0, 0.0, 988.02001953125, 0.0, 0.0, 0, 0, 0, 0, '-61')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 0, 0, 0, '-60')
(25.0, 0.0, 987.9600219726562, 0.0, 0.0, 0, 0, 0, 0, '-61')
(25.0, 0.0, 987.8900146484375, 0.0, 0.0, 0, 0, 0, 0, '-62')
(25.0, 0.0, 988.0700073242188, 0.0, 0.0, 0, 11146, 0, 0, '-68')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 11146, 0, 0, '-63')
(25.0, 0.0, 987.9000244140625, 0.0, 0.0, 0, 0, 0, 0, '-67')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 5957, 0, 0, '-65')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 5957, 0, 0, '-66')
(25.0, 0.0, 987.97998046875, 0.0, 0.0, 0, 0, 0, 0, '-64')
(25.0, 0.0, 988.0700073242188, 0.0, 0.0, 0, 0, 0, 0, '-63')
(25.0, 0.0, 988.010009765625, 0.0, 0.0, 0, 5958, 0, 0, '-63')
(25.0, 0.0, 987.9500122070312, 0.0, 0.0, 0, 5959, 0, 0, '-65')
(25.0, 0.0, 987.9600219726562, 0.0, 0.0, 0, 10002, 0, 0, '-64')
(25.0, 0.0, 988.010009765625, 0.0, 0.0, 0, 10003, 0, 0, '-64')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 10003, 0, 0, '-63')
(25.0, 0.0, 988.010009765625, 0.0, 0.0, 0, 0, 0, 0, '-63')
(25.0, 0.0, 987.9000244140625, 0.0, 0.0, 0, 10005, 0, 0, '-63')
(25.0, 0.0, 988.010009765625, 0.0, 0.0, 0, 10006, 0, 0, '-64')
(25.0, 0.0, 987.9299926757812, 0.0, 0.0, 0, 10007, 0, 0, '-67')
(25.0, 0.0, 987.97998046875, 0.0, 0.0, 0, 0, 0, 0, '-67')
(25.0, 0.0, 987.97998046875, 0.0, 0.0, 0, 0, 0, 0, '-66')
(25.0, 0.0, 988.0900268554688, 0.0, 0.0, 0, 0, 0, 0, '-65')
(25.0, 0.0, 987.97998046875, 0.0, 0.0, 0, 10011, 0, 0, '-63')
(25.0, 0.0, 988.010009765625, 0.0, 0.0, 0, 10012, 0, 0, '-64')
(25.0, 0.0, 988.0700073242188, 0.0, 0.0, 0, 10013, 0, 0, '-62')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 0, 0, 0, '-60')
(25.0, 0.0, 987.9500122070312, 0.0, 0.0, 0, 0, 0, 0, '-60')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 0, 0, 0, '-62')
(25.0, 0.0, 987.9500122070312, 0.0, 0.0, 0, 10017, 0, 0, '-62')
(25.0, 0.0, 987.9500122070312, 0.0, 0.0, 0, 10018, 0, 0, '-64')
(25.0, 0.0, 987.9500122070312, 0.0, 0.0, 0, 10019, 0, 0, '-65')
(25.0, 0.0, 987.9000244140625, 0.0, 0.0, 0, 0, 0, 0, '-65')
(25.0, 0.0, 987.97998046875, 0.0, 0.0, 0, 0, 0, 0, '-64')
(25.0, 0.0, 987.8699951171875, 0.0, 0.0, 0, 10329, 0, 0, '-74')
(25.0, 0.0, 987.97998046875, 0.0, 0.0, 0, 0, 0, 0, '-72')
(25.0, 0.0, 987.9299926757812, 0.0, 0.0, 0, 0, 0, 0, '-72')
(25.0, 0.0, 987.9299926757812, 0.0, 0.0, 0, 0, 0, 0, '-70')
(25.0, 0.0, 988.010009765625, 0.0, 0.0, 0, 10335, 0, 0, '-70')
(25.0, 0.0, 987.989990234375, 0.0, 0.0, 0, 10336, 0, 0, '-64')
(25.0, 0.0, 988.0399780273438, 0.0, 0.0, 0, 0, 0, 0, '-62')
(25.0, 0.0, 987.9600219726562, 0.0, 0.0, 0, 0, 0, 0, '-64')
(25.0, 0.0, 987.9299926757812, 0.0, 0.0, 0, 0, 0, 0, '-65')
(25.0, 0.0, 987.989990234375, 0.0, 0.0, 0, 10340, 0, 0, '-61')
